,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,questionnaire_t_liquid_capital_hold_5,1000 萬以上,1000 万以上,Above 350k,,"questionnaire_t_liquid_capital_hold_5: ""1000 萬以上"",","questionnaire_t_liquid_capital_hold_5: ""Above 350k"",","questionnaire_t_liquid_capital_hold_5: ""1000 万以上"",","questionnaire_t_liquid_capital_hold_5: """","
,,,questionnaire_t_except_annual_return,期望的年報酬，且知道有相對風險,期望的年报酬，且知道有相对风险,"Understanding the relative risks, you expect your investment’s annual return to be",,"questionnaire_t_except_annual_return: ""期望的年報酬，且知道有相對風險"",","questionnaire_t_except_annual_return: ""Understanding the relative risks, you expect your investment’s annual return to be"",","questionnaire_t_except_annual_return: ""期望的年报酬，且知道有相对风险"",","questionnaire_t_except_annual_return: """","
,,,questionnaire_t_except_annual_return_1,5%以下,5%以下,Under 5%,,"questionnaire_t_except_annual_return_1: ""5%以下"",","questionnaire_t_except_annual_return_1: ""Under 5%"",","questionnaire_t_except_annual_return_1: ""5%以下"",","questionnaire_t_except_annual_return_1: """","
,,,questionnaire_t_except_annual_return_2,5-10%,5-10%,5 - 10%,,"questionnaire_t_except_annual_return_2: ""5-10%"",","questionnaire_t_except_annual_return_2: ""5 - 10%"",","questionnaire_t_except_annual_return_2: ""5-10%"",","questionnaire_t_except_annual_return_2: """","
,,,questionnaire_t_except_annual_return_3,10-15%,10-15%,10 - 15%,,"questionnaire_t_except_annual_return_3: ""10-15%"",","questionnaire_t_except_annual_return_3: ""10 - 15%"",","questionnaire_t_except_annual_return_3: ""10-15%"",","questionnaire_t_except_annual_return_3: """","
,,,questionnaire_t_except_annual_return_4,15-20%,15-20%,15 - 20%,,"questionnaire_t_except_annual_return_4: ""15-20%"",","questionnaire_t_except_annual_return_4: ""15 - 20%"",","questionnaire_t_except_annual_return_4: ""15-20%"",","questionnaire_t_except_annual_return_4: """","
,,,questionnaire_t_except_annual_return_5,20%以上,20%以上,Above 20%,,"questionnaire_t_except_annual_return_5: ""20%以上"",","questionnaire_t_except_annual_return_5: ""Above 20%"",","questionnaire_t_except_annual_return_5: ""20%以上"",","questionnaire_t_except_annual_return_5: """","
,,,questionnaire_t_products_used,你有使用過哪些商品？,你有使用过哪些商品？,What other products have you used?,,"questionnaire_t_products_used: ""你有使用過哪些商品？"",","questionnaire_t_products_used: ""What other products have you used?"",","questionnaire_t_products_used: ""你有使用过哪些商品？"",","questionnaire_t_products_used: """","
,,,questionnaire_t_products_used_sub,複選題,复选题,Multiple choice,,"questionnaire_t_products_used_sub: ""複選題"",","questionnaire_t_products_used_sub: ""Multiple choice"",","questionnaire_t_products_used_sub: ""复选题"",","questionnaire_t_products_used_sub: """","
,,,questionnaire_t_products_used_1,存款,存款,Currency deposits,,"questionnaire_t_products_used_1: ""存款"",","questionnaire_t_products_used_1: ""Currency deposits"",","questionnaire_t_products_used_1: ""存款"",","questionnaire_t_products_used_1: """","
,,,questionnaire_t_products_used_2,貨幣型基金,货币型基金,Currency funds,,"questionnaire_t_products_used_2: ""貨幣型基金"",","questionnaire_t_products_used_2: ""Currency funds"",","questionnaire_t_products_used_2: ""货币型基金"",","questionnaire_t_products_used_2: """","
,,,questionnaire_t_products_used_3,儲蓄型保險,储蓄型保险,Insurance (savings),,"questionnaire_t_products_used_3: ""儲蓄型保險"",","questionnaire_t_products_used_3: ""Insurance (savings)"",","questionnaire_t_products_used_3: ""储蓄型保险"",","questionnaire_t_products_used_3: """","
,,,questionnaire_t_products_used_4,債券,债券,Bonds,,"questionnaire_t_products_used_4: ""債券"",","questionnaire_t_products_used_4: ""Bonds"",","questionnaire_t_products_used_4: ""债券"",","questionnaire_t_products_used_4: """","
,,,questionnaire_t_products_used_5,股票,股票,Stocks,,"questionnaire_t_products_used_5: ""股票"",","questionnaire_t_products_used_5: ""Stocks"",","questionnaire_t_products_used_5: ""股票"",","questionnaire_t_products_used_5: """","
,,,questionnaire_t_products_used_6,股票型基金,股票型基金,Equity funds,,"questionnaire_t_products_used_6: ""股票型基金"",","questionnaire_t_products_used_6: ""Equity funds"",","questionnaire_t_products_used_6: ""股票型基金"",","questionnaire_t_products_used_6: """","
,,,questionnaire_t_products_used_7,ETF,ETF,ETFs,,"questionnaire_t_products_used_7: ""ETF"",","questionnaire_t_products_used_7: ""ETFs"",","questionnaire_t_products_used_7: ""ETF"",","questionnaire_t_products_used_7: """","
,,,questionnaire_t_products_used_8,結構型商品,结构型商品,Structured commodities,,"questionnaire_t_products_used_8: ""結構型商品"",","questionnaire_t_products_used_8: ""Structured commodities"",","questionnaire_t_products_used_8: ""结构型商品"",","questionnaire_t_products_used_8: """","
,,,questionnaire_t_products_used_9,投資型保單,投资型保单,Insurance (investment),,"questionnaire_t_products_used_9: ""投資型保單"",","questionnaire_t_products_used_9: ""Insurance (investment)"",","questionnaire_t_products_used_9: ""投资型保单"",","questionnaire_t_products_used_9: """","
,,,questionnaire_t_products_used_10,期貨,期货,Futures,,"questionnaire_t_products_used_10: ""期貨"",","questionnaire_t_products_used_10: ""Futures"",","questionnaire_t_products_used_10: ""期货"",","questionnaire_t_products_used_10: """","
,,,questionnaire_t_products_used_11,選擇權,选择权,Options,,"questionnaire_t_products_used_11: ""選擇權"",","questionnaire_t_products_used_11: ""Options"",","questionnaire_t_products_used_11: ""选择权"",","questionnaire_t_products_used_11: """","
,,,questionnaire_t_products_used_12,其他衍生性金融商品,其他衍生性金融商品,Other derivative financial products,,"questionnaire_t_products_used_12: ""其他衍生性金融商品"",","questionnaire_t_products_used_12: ""Other derivative financial products"",","questionnaire_t_products_used_12: ""其他衍生性金融商品"",","questionnaire_t_products_used_12: """","
,,,questionnaire_t_max_loss,投資一百萬(新台幣)，一個月內可容忍的最大損失為多少？,投资一百万(新台币)，一个月内可容忍的最大损失为多少？,"Having invested 35k (USD), what is your maximum tolerable loss in 1 month?",,"questionnaire_t_max_loss: ""投資一百萬(新台幣)，一個月內可容忍的最大損失為多少？"",","questionnaire_t_max_loss: ""Having invested 35k (USD), what is your maximum tolerable loss in 1 month?"",","questionnaire_t_max_loss: ""投资一百万(新台币)，一个月内可容忍的最大损失为多少？"",","questionnaire_t_max_loss: """","
,,,questionnaire_t_max_loss_1,5萬以下,5万以下,Under 2k,,"questionnaire_t_max_loss_1: ""5萬以下"",","questionnaire_t_max_loss_1: ""Under 2k"",","questionnaire_t_max_loss_1: ""5万以下"",","questionnaire_t_max_loss_1: """","
,,,questionnaire_t_max_loss_2,10萬以下,10万以下,Under 3.5k,,"questionnaire_t_max_loss_2: ""10萬以下"",","questionnaire_t_max_loss_2: ""Under 3.5k"",","questionnaire_t_max_loss_2: ""10万以下"",","questionnaire_t_max_loss_2: """","
,,,questionnaire_t_max_loss_3,15萬以下,15万以下,Under 5k,,"questionnaire_t_max_loss_3: ""15萬以下"",","questionnaire_t_max_loss_3: ""Under 5k"",","questionnaire_t_max_loss_3: ""15万以下"",","questionnaire_t_max_loss_3: """","
,,,questionnaire_t_max_loss_4,20萬以下,20万以下,Under 7k,,"questionnaire_t_max_loss_4: ""20萬以下"",","questionnaire_t_max_loss_4: ""Under 7k"",","questionnaire_t_max_loss_4: ""20万以下"",","questionnaire_t_max_loss_4: """","
,,,questionnaire_t_max_loss_5,20萬以上,20万以上,Above 7k,,"questionnaire_t_max_loss_5: ""20萬以上"",","questionnaire_t_max_loss_5: ""Above 7k"",","questionnaire_t_max_loss_5: ""20万以上"",","questionnaire_t_max_loss_5: """","
,,,questionnaire_t_max_lock_up,可接受資金無法動用的最長時間,可接受资金无法动用的最长时间,Maximum lock-up periods for your investment funds,,"questionnaire_t_max_lock_up: ""可接受資金無法動用的最長時間"",","questionnaire_t_max_lock_up: ""Maximum lock-up periods for your investment funds"",","questionnaire_t_max_lock_up: ""可接受资金无法动用的最长时间"",","questionnaire_t_max_lock_up: """","
,,,questionnaire_t_max_lock_up_1,隨時提領,随时提领,Withdraw at any time,,"questionnaire_t_max_lock_up_1: ""隨時提領"",","questionnaire_t_max_lock_up_1: ""Withdraw at any time"",","questionnaire_t_max_lock_up_1: ""随时提领"",","questionnaire_t_max_lock_up_1: """","
,,,questionnaire_t_max_lock_up_2,3 個月,3 个月,3 months,,"questionnaire_t_max_lock_up_2: ""3 個月"",","questionnaire_t_max_lock_up_2: ""3 months"",","questionnaire_t_max_lock_up_2: ""3 个月"",","questionnaire_t_max_lock_up_2: """","
,,,questionnaire_t_max_lock_up_3,6 個月,6 个月,6 months,,"questionnaire_t_max_lock_up_3: ""6 個月"",","questionnaire_t_max_lock_up_3: ""6 months"",","questionnaire_t_max_lock_up_3: ""6 个月"",","questionnaire_t_max_lock_up_3: """","
,,,questionnaire_t_max_lock_up_4,12 個月,12 个月,12 months,,"questionnaire_t_max_lock_up_4: ""12 個月"",","questionnaire_t_max_lock_up_4: ""12 months"",","questionnaire_t_max_lock_up_4: ""12 个月"",","questionnaire_t_max_lock_up_4: """","
,,,questionnaire_t_max_lock_up_5,12 個月以上,12 个月以上,More than 12 months,,"questionnaire_t_max_lock_up_5: ""12 個月以上"",","questionnaire_t_max_lock_up_5: ""More than 12 months"",","questionnaire_t_max_lock_up_5: ""12 个月以上"",","questionnaire_t_max_lock_up_5: """","
,,,questionnaire_t_result_title,您的風險屬性,您的风险属性,Your Risk Preference Type,,"questionnaire_t_result_title: ""您的風險屬性"",","questionnaire_t_result_title: ""Your Risk Preference Type"",","questionnaire_t_result_title: ""您的风险属性"",","questionnaire_t_result_title: """","
,,,questionnaire_t_result_type_1,保守型,保守型,Conservative,,"questionnaire_t_result_type_1: ""保守型"",","questionnaire_t_result_type_1: ""Conservative"",","questionnaire_t_result_type_1: ""保守型"",","questionnaire_t_result_type_1: """","
,,,questionnaire_t_result_type_2,安穩型,安稳型,Stable,,"questionnaire_t_result_type_2: ""安穩型"",","questionnaire_t_result_type_2: ""Stable"",","questionnaire_t_result_type_2: ""安稳型"",","questionnaire_t_result_type_2: """","
,,,questionnaire_t_result_type_3,平衡型,平衡型,Robust,,"questionnaire_t_result_type_3: ""平衡型"",","questionnaire_t_result_type_3: ""Robust"",","questionnaire_t_result_type_3: ""平衡型"",","questionnaire_t_result_type_3: """","
,,,questionnaire_t_result_type_4,成長型,成长型,Growth,,"questionnaire_t_result_type_4: ""成長型"",","questionnaire_t_result_type_4: ""Growth"",","questionnaire_t_result_type_4: ""成长型"",","questionnaire_t_result_type_4: """","
,,,questionnaire_t_result_type_5,積極型,积极型,Active,,"questionnaire_t_result_type_5: ""積極型"",","questionnaire_t_result_type_5: ""Active"",","questionnaire_t_result_type_5: ""积极型"",","questionnaire_t_result_type_5: """","
,,,questionnaire_t_result_desc_title_type_1,保守型投資人,保守型投资人,Conservative Investor,,"questionnaire_t_result_desc_title_type_1: ""保守型投資人"",","questionnaire_t_result_desc_title_type_1: ""Conservative Investor"",","questionnaire_t_result_desc_title_type_1: ""保守型投资人"",","questionnaire_t_result_desc_title_type_1: """","
,,,questionnaire_t_result_desc_title_type_2,安穩型投資人,安稳型投资人,Stable Investor,,"questionnaire_t_result_desc_title_type_2: ""安穩型投資人"",","questionnaire_t_result_desc_title_type_2: ""Stable Investor"",","questionnaire_t_result_desc_title_type_2: ""安稳型投资人"",","questionnaire_t_result_desc_title_type_2: """","
,,,questionnaire_t_result_desc_title_type_3,平衡型投資人,平衡型投资人,Balanced Investor,,"questionnaire_t_result_desc_title_type_3: ""平衡型投資人"",","questionnaire_t_result_desc_title_type_3: ""Balanced Investor"",","questionnaire_t_result_desc_title_type_3: ""平衡型投资人"",","questionnaire_t_result_desc_title_type_3: """","
,,,questionnaire_t_result_desc_title_type_4,成長型投資人,成长型投资人,Growth Investor,,"questionnaire_t_result_desc_title_type_4: ""成長型投資人"",","questionnaire_t_result_desc_title_type_4: ""Growth Investor"",","questionnaire_t_result_desc_title_type_4: ""成长型投资人"",","questionnaire_t_result_desc_title_type_4: """","
,,,questionnaire_t_result_desc_title_type_5,積極型投資人,积极型投资人,Aggressive Investor,,"questionnaire_t_result_desc_title_type_5: ""積極型投資人"",","questionnaire_t_result_desc_title_type_5: ""Aggressive Investor"",","questionnaire_t_result_desc_title_type_5: ""积极型投资人"",","questionnaire_t_result_desc_title_type_5: """","
,,,questionnaire_t_result_desc_type_1,為了能取得穩定的收益，可以接受較低的投資回報率。你也期望有定期定額的被動收入。投資時如果你的首要考量點是資產的安全性，那麼這項產品就是你的最佳選擇。,为了能取得稳定的收益，可以接受较低的投资回报率。你也期望有定期定额的被动收入。投资时如果你的首要考量点是资产的安全性，那么这项产品就是你的最佳选择。,You accept a lower rate of return from your investments in exchange for very predictable earnings. You may also require regular income from your investments. You may consider this product if your top priority is the security of your savings.,,"questionnaire_t_result_desc_type_1: ""為了能取得穩定的收益，可以接受較低的投資回報率。你也期望有定期定額的被動收入。投資時如果你的首要考量點是資產的安全性，那麼這項產品就是你的最佳選擇。"",","questionnaire_t_result_desc_type_1: ""You accept a lower rate of return from your investments in exchange for very predictable earnings. You may also require regular income from your investments. You may consider this product if your top priority is the security of your savings."",","questionnaire_t_result_desc_type_1: ""为了能取得稳定的收益，可以接受较低的投资回报率。你也期望有定期定额的被动收入。投资时如果你的首要考量点是资产的安全性，那么这项产品就是你的最佳选择。"",","questionnaire_t_result_desc_type_1: """","
